bytes_received,bytes_sent,download,ping,share,timestamp,upload,cc,country,d,host,id,lat,latency,lon,name,sponsor,url,country,ip,isp,ispdlavg,isprating,ispulavg,lat,loggedin,lon,rating
62357456,21405696,49732567.67894835,30.953,http://www.speedtest.net/result/8987300797.png,2020-01-28T14:50:44.195208Z,16366201.208140755,GB,United Kingdom,3.6390159733945833,ookla.ic.net.uk:8080,28430,53.0027,30.953,-2.1794,Stoke-on-Trent,Internet Central Limited,http://ookla.ic.net.uk/speedtest/upload.php,GB,146.90.18.35,Plusnet,0,3.7,0,52.9817,0,-2.1377,0
